;// Name;; Vorname;;Geburtsjahr;;Platz;;Partei;;;;Land;;;;;;Wkr;;;
AAAA;Rupprecht;BBBB;Marlene Dorothe Henriette;CCCC;1947;DDDD;10;EEEE;SPD;FFFF;2009;ZZZZ;BY;GGGG;2009;HHHH;SPD;IIII;243;JJJJ;2009;FINEFINE
AAAA;Rusin;BBBB;Hartmut;CCCC;1951;DDDD;0;EEEE;OHNE PARTEI;FF11;;;;;;;;IIII;14;JJJJ;2009;FINEFINE
AAAA;Rust;BBBB;Christa;CCCC;1944;DDDD;3;EEEE;Tierschutz;FFFF;2009;ZZZZ;HE;GGGG;2009;HHHH;Tierschutz;IIII;177;JJJJ;2009;FINEFINE
AAAA;Rust;BBBB;Dieter;CCCC;1966;DDDD;21;EEEE;SPD;FFFF;2009;ZZZZ;SL;GGGG;2009;HHHH;SPD;II11;;;2009;FINEFINE
AAAA;Rutkowsky;BBBB;Bert;CCCC;1970;DDDD;3;EEEE;Tierschutz;FFFF;2009;ZZZZ;BE;GGGG;2009;HHHH;Tierschutz;II11;;;2009;FINEFINE
AAAA;Rutz;BBBB;Anna;CCCC;1967;DDDD;0;EEEE;GRÜNE;FF11;;;;;;;;IIII;223;JJJJ;2009;FINEFINE
AAAA;Ryglewski;BBBB;Sarah Janina;CCCC;1983;DDDD;4;EEEE;SPD;FFFF;2009;ZZZZ;HB;GGGG;2009;HHHH;SPD;II11;;;2009;FINEFINE
AAAA;Sälinger;BBBB;Wilhelm;CCCC;1941;DDDD;0;EEEE;OHNE PARTEI;FF11;;;;;;;;IIII;284;JJJJ;2009;FINEFINE
AAAA;Sänger;BBBB;Björn;CCCC;1975;DDDD;7;EEEE;FDP;FFFF;2009;ZZZZ;HE;GGGG;2009;HHHH;FDP;IIII;168;JJJJ;2009;FINEFINE
AAAA;Söllner;BBBB;Karl;CCCC;1956;DDDD;37;EEEE;SPD;FFFF;2009;ZZZZ;BY;GGGG;2009;HHHH;SPD;IIII;233;JJJJ;2009;FINEFINE
AAAA;Süßenbach;BBBB;Lydia;CCCC;1937;DDDD;12;EEEE;PBC;FFFF;2009;ZZZZ;BY;GGGG;2009;HHHH;PBC;II11;;;2009;FINEFINE
AAAA;Süßmair;BBBB;Alexander;CCCC;1977;DDDD;6;EEEE;DIE LINKE;FFFF;2009;ZZZZ;BY;GGGG;2009;HHHH;DIE LINKE;IIII;252;JJJJ;2009;FINEFINE
AAAA;Sühl;BBBB;Dr. Klaus;CCCC;1951;DDDD;10;EEEE;DIE LINKE;FFFF;2009;ZZZZ;SN;GGGG;2009;HHHH;DIE LINKE;IIII;161;JJJJ;2009;FINEFINE
AAAA;Sünder;BBBB;Claudia;CCCC;1969;DDDD;0;EEEE;SPD;FF11;;;;;;;;IIII;270;JJJJ;2009;FINEFINE
AAAA;Sütterlin-Waack;BBBB;Dr. Sabine;CCCC;1958;DDDD;13;EEEE;CDU;FFFF;2009;ZZZZ;SH;GGGG;2009;HHHH;CDU;II11;;;2009;FINEFINE
AAAA;Saß;BBBB;Helmut;CCCC;1958;DDDD;0;EEEE;NPD;FF11;;;;;;;;IIII;23;JJJJ;2009;FINEFINE
AAAA;Saß;BBBB;Ronald;CCCC;1961;DDDD;0;EEEE;OHNE PARTEI;FF11;;;;;;;;IIII;20;JJJJ;2009;FINEFINE
AAAA;Sachs;BBBB;Volker;CCCC;1934;DDDD;2;EEEE;NPD;FFFF;2009;ZZZZ;HE;GGGG;2009;HHHH;NPD;IIII;174;JJJJ;2009;FINEFINE
AAAA;Saffer;BBBB;Bastian Johannes;CCCC;1983;DDDD;0;EEEE;Freie Union;FF11;;;;;;;;IIII;243;JJJJ;2009;FINEFINE
AAAA;Sagel;BBBB;Rüdiger;CCCC;1955;DDDD;0;EEEE;DIE LINKE;FF11;;;;;;;;IIII;148;JJJJ;2009;FINEFINE
AAAA;Sager;BBBB;Krista;CCCC;1953;DDDD;1;EEEE;GRÜNE;FFFF;2009;ZZZZ;HH;GGGG;2009;HHHH;GRÜNE;IIII;21;JJJJ;2009;FINEFINE
AAAA;Sahm;BBBB;Christoph Daniel;CCCC;1974;DDDD;35;EEEE;SPD;FFFF;2009;ZZZZ;NI;GGGG;2009;HHHH;SPD;II11;;;2009;FINEFINE
AAAA;Salem;BBBB;Rasched;CCCC;1963;DDDD;28;EEEE;FDP;FFFF;2009;ZZZZ;HE;GGGG;2009;HHHH;FDP;II11;;;2009;FINEFINE
AAAA;Salomon;BBBB;Matthias;CCCC;1947;DDDD;2;EEEE;MLPD;FFFF;2009;ZZZZ;SH;GGGG;2009;HHHH;MLPD;II11;;;2009;FINEFINE
AAAA;Salzberger;BBBB;Franz;CCCC;1952;DDDD;9;EEEE;NPD;FFFF;2009;ZZZZ;BY;GGGG;2009;HHHH;NPD;II11;;;2009;FINEFINE
AAAA;Sander;BBBB;Bernhard;CCCC;1955;DDDD;0;EEEE;DIE LINKE;FF11;;;;;;;;IIII;103;JJJJ;2009;FINEFINE
AAAA;Sander;BBBB;Daniel;CCCC;1973;DDDD;7;EEEE;CDU;FFFF;2009;ZZZZ;BW;GGGG;2009;HHHH;CDU;IIII;281;JJJJ;2009;FINEFINE
AAAA;Sandmüller;BBBB;Maik;CCCC;1977;DDDD;7;EEEE;PIRATEN;FFFF;2009;ZZZZ;ST;GGGG;2009;HHHH;PIRATEN;II11;;;2009;FINEFINE
AAAA;Sandow;BBBB;Mike;CCCC;1971;DDDD;7;EEEE;NPD;FFFF;2009;ZZZZ;BB;GGGG;2009;HHHH;NPD;IIII;58;JJJJ;2009;FINEFINE
AAAA;Saphörster-Heimbach;BBBB;Sabine;CCCC;1962;DDDD;50;EEEE;CSU;FFFF;2009;ZZZZ;BY;GGGG;2009;HHHH;CSU;II11;;;2009;FINEFINE
AAAA;Sarrazin;BBBB;Manuel;CCCC;1982;DDDD;2;EEEE;GRÜNE;FFFF;2009;ZZZZ;HH;GGGG;2009;HHHH;GRÜNE;IIII;24;JJJJ;2009;FINEFINE
AAAA;Sauer;BBBB;Michael Willy;CCCC;1964;DDDD;41;EEEE;CSU;FFFF;2009;ZZZZ;BY;GGGG;2009;HHHH;CSU;II11;;;2009;FINEFINE
AAAA;Sauer;BBBB;Theo;CCCC;1955;DDDD;44;EEEE;CDU;FFFF;2009;ZZZZ;BW;GGGG;2009;HHHH;CDU;II11;;;2009;FINEFINE
AAAA;Sauter;BBBB;Herbert;CCCC;1955;DDDD;5;EEEE;REP;FFFF;2009;ZZZZ;BW;GGGG;2009;HHHH;REP;II11;;;2009;FINEFINE
AAAA;Sauter;BBBB;Matthias;CCCC;1958;DDDD;8;EEEE;MLPD;FFFF;2009;ZZZZ;NI;GGGG;2009;HHHH;MLPD;II11;;;2009;FINEFINE
AAAA;Sawade;BBBB;Annette;CCCC;1953;DDDD;18;EEEE;SPD;FFFF;2009;ZZZZ;BW;GGGG;2009;HHHH;SPD;IIII;268;JJJJ;2009;FINEFINE
AAAA;Schäben;BBBB;Reinhold;CCCC;1960;DDDD;0;EEEE;NPD;FF11;;;;;;;;IIII;109;JJJJ;2009;FINEFINE
AAAA;Schädlich;BBBB;Gerald Rudolf Hermann;CCCC;1956;DDDD;0;EEEE;FDP;FF11;;;;;;;;IIII;118;JJJJ;2009;FINEFINE
AAAA;Schäfer;BBBB;Andreas;CCCC;1968;DDDD;5;EEEE;NPD;FFFF;2009;ZZZZ;BW;GGGG;2009;HHHH;NPD;IIII;277;JJJJ;2009;FINEFINE
AAAA;Schäfer;BBBB;Anita;CCCC;1951;DDDD;7;EEEE;CDU;FFFF;2009;ZZZZ;RP;GGGG;2009;HHHH;CDU;IIII;211;JJJJ;2009;FINEFINE
AAAA;Schäfer;BBBB;Axel;CCCC;1952;DDDD;52;EEEE;SPD;FFFF;2009;ZZZZ;NW;GGGG;2009;HHHH;SPD;IIII;141;JJJJ;2009;FINEFINE
AAAA;Schäfer;BBBB;Jürgen;CCCC;1958;DDDD;36;EEEE;CDU;FFFF;2009;ZZZZ;BW;GGGG;2009;HHHH;CDU;II11;;;2009;FINEFINE
AAAA;Schäfer;BBBB;Michael;CCCC;1982;DDDD;2;EEEE;NPD;FFFF;2009;ZZZZ;ST;GGGG;2009;HHHH;NPD;II11;;;2009;FINEFINE
AAAA;Schäfer;BBBB;Paul Georg;CCCC;1949;DDDD;4;EEEE;DIE LINKE;FFFF;2009;ZZZZ;NW;GGGG;2009;HHHH;DIE LINKE;IIII;97;JJJJ;2009;FINEFINE
AAAA;Schäfer;BBBB;Uwe;CCCC;1938;DDDD;1;EEEE;NPD;FFFF;2009;ZZZZ;SH;GGGG;2009;HHHH;NPD;IIII;8;JJJJ;2009;FINEFINE
AAAA;Schäffler;BBBB;Frank;CCCC;1968;DDDD;11;EEEE;FDP;FFFF;2009;ZZZZ;NW;GGGG;2009;HHHH;FDP;IIII;134;JJJJ;2009;FINEFINE
AAAA;Schär;BBBB;Herbert;CCCC;1949;DDDD;7;EEEE;MLPD;FFFF;2009;ZZZZ;BY;GGGG;2009;HHHH;MLPD;II11;;;2009;FINEFINE
AAAA;Schättiger;BBBB;Anna-Katharina;CCCC;1951;DDDD;29;EEEE;CDU;FFFF;2009;ZZZZ;SH;GGGG;2009;HHHH;CDU;II11;;;2009;FINEFINE
AAAA;Schätzlein;BBBB;Helmut;CCCC;1958;DDDD;0;EEEE;OHNE PARTEI;FF11;;;;;;;;IIII;248;JJJJ;2009;FINEFINE
AAAA;Schäuble;BBBB;Dr. Wolfgang;CCCC;1942;DDDD;1;EEEE;CDU;FFFF;2009;ZZZZ;BW;GGGG;2009;HHHH;CDU;IIII;284;JJJJ;2009;FINEFINE
AAAA;Schäuble;BBBB;Jürgen;CCCC;1963;DDDD;4;EEEE;MLPD;FFFF;2009;ZZZZ;RP;GGGG;2009;HHHH;MLPD;II11;;;2009;FINEFINE
AAAA;Schöberl;BBBB;Rudi;CCCC;1955;DDDD;0;EEEE;DIE LINKE;FF11;;;;;;;;IIII;230;JJJJ;2009;FINEFINE
AAAA;Schönbeck;BBBB;Friedrich;CCCC;1937;DDDD;0;EEEE;OHNE PARTEI;FF11;;;;;;;;IIII;291;JJJJ;2009;FINEFINE
AAAA;Schöne;BBBB;Tilo;CCCC;1957;DDDD;16;EEEE;REP;FFFF;2009;ZZZZ;BY;GGGG;2009;HHHH;REP;II11;;;2009;FINEFINE
AAAA;Schönfeld;BBBB;Renate;CCCC;1948;DDDD;6;EEEE;DKP;FFFF;2009;ZZZZ;BE;GGGG;2009;HHHH;DKP;II11;;;2009;FINEFINE
AAAA;Schönfeld;BBBB;Siegfried;CCCC;1950;DDDD;0;EEEE;GRÜNE;FF11;;;;;;;;IIII;123;JJJJ;2009;FINEFINE
AAAA;Schönig;BBBB;Detlef;CCCC;1955;DDDD;16;EEEE;DIE LINKE;FFFF;2009;ZZZZ;BW;GGGG;2009;HHHH;DIE LINKE;IIII;293;JJJJ;2009;FINEFINE
AAAA;Schönwald;BBBB;Uwe;CCCC;1963;DDDD;3;EEEE;DVU;FFFF;2009;ZZZZ;ST;GGGG;2009;HHHH;DVU;II11;;;2009;FINEFINE
AAAA;Schöps;BBBB;Richard;CCCC;1967;DDDD;38;EEEE;BP;FFFF;2009;ZZZZ;BY;GGGG;2009;HHHH;BP;II11;;;2009;FINEFINE
AAAA;Schöps;BBBB;Steffen;CCCC;1970;DDDD;25;EEEE;FDP;FFFF;2009;ZZZZ;BW;GGGG;2009;HHHH;FDP;IIII;278;JJJJ;2009;FINEFINE
AAAA;Schüßler;BBBB;Sigrid;CCCC;1969;DDDD;4;EEEE;NPD;FFFF;2009;ZZZZ;BY;GGGG;2009;HHHH;NPD;II11;;;2009;FINEFINE
AAAA;Schülke;BBBB;Heiner Helmut Willi;CCCC;1950;DDDD;11;EEEE;FDP;FFFF;2009;ZZZZ;NI;GGGG;2009;HHHH;FDP;IIII;41;JJJJ;2009;FINEFINE
AAAA;Schüllenbach-Schöne;BBBB;Monika;CCCC;1941;DDDD;3;EEEE;Tierschutz;FFFF;2009;ZZZZ;BY;GGGG;2009;HHHH;Tierschutz;II11;;;2009;FINEFINE
AAAA;Schümann;BBBB;Jörg;CCCC;1960;DDDD;0;EEEE;GRÜNE;FF11;;;;;;;;IIII;232;JJJJ;2009;FINEFINE
AAAA;Schünemann;BBBB;Perdita;CCCC;1960;DDDD;4;EEEE;VIOLETTEN;FFFF;2009;ZZZZ;BE;GGGG;2009;HHHH;VIOLETTEN;II11;;;2009;FINEFINE
AAAA;Schütten;BBBB;Rainer;CCCC;1953;DDDD;73;EEEE;SPD;FFFF;2009;ZZZZ;NW;GGGG;2009;HHHH;SPD;II11;;;2009;FINEFINE
AAAA;Schütz;BBBB;Daniel;CCCC;1931;DDDD;40;EEEE;BP;FFFF;2009;ZZZZ;BY;GGGG;2009;HHHH;BP;II11;;;2009;FINEFINE
AAAA;Schützinger;BBBB;Jürgen;CCCC;1953;DDDD;1;EEEE;NPD;FFFF;2009;ZZZZ;BW;GGGG;2009;HHHH;NPD;IIII;286;JJJJ;2009;FINEFINE
AAAA;Schützinger;BBBB;Rudolf;CCCC;1982;DDDD;8;EEEE;NPD;FFFF;2009;ZZZZ;BW;GGGG;2009;HHHH;NPD;IIII;280;JJJJ;2009;FINEFINE
AAAA;Schaaf;BBBB;Anton;CCCC;1962;DDDD;57;EEEE;SPD;FFFF;2009;ZZZZ;NW;GGGG;2009;HHHH;SPD;IIII;119;JJJJ;2009;FINEFINE
AAAA;Schaarschmidt;BBBB;Christian;CCCC;1971;DDDD;2;EEEE;REP;FFFF;2009;ZZZZ;BB;GGGG;2009;HHHH;REP;II11;;;2009;FINEFINE
AAAA;Schabedoth;BBBB;Dr. Hans-Joachim;CCCC;1952;DDDD;14;EEEE;SPD;FFFF;2009;ZZZZ;HE;GGGG;2009;HHHH;SPD;IIII;176;JJJJ;2009;FINEFINE
AAAA;Schade;BBBB;Stefan;CCCC;1960;DDDD;0;EEEE;OHNE PARTEI;FF11;;;;;;;;IIII;290;JJJJ;2009;FINEFINE
AAAA;Schadwinkel;BBBB;Regina Klothild;CCCC;1938;DDDD;5;EEEE;ödp;FFFF;2009;ZZZZ;NI;GGGG;2009;HHHH;ödp;II11;;;2009;FINEFINE
AAAA;Schaefer;BBBB;Dr. Maike;CCCC;1971;DDDD;3;EEEE;GRÜNE;FFFF;2009;ZZZZ;HB;GGGG;2009;HHHH;GRÜNE;II11;;;2009;FINEFINE
AAAA;Schaffarczyk;BBBB;Gerhard;CCCC;1957;DDDD;37;EEEE;BP;FFFF;2009;ZZZZ;BY;GGGG;2009;HHHH;BP;II11;;;2009;FINEFINE
AAAA;Schalk;BBBB;Markus;CCCC;1949;DDDD;12;EEEE;DIE LINKE;FFFF;2009;ZZZZ;NI;GGGG;2009;HHHH;DIE LINKE;IIII;33;JJJJ;2009;FINEFINE
AAAA;Schanne;BBBB;Dr. Rainer;CCCC;1942;DDDD;10;EEEE;ödp;FFFF;2009;ZZZZ;RP;GGGG;2009;HHHH;ödp;II11;;;2009;FINEFINE
AAAA;Schantz;BBBB;Peter;CCCC;1977;DDDD;8;EEEE;FDP;FFFF;2009;ZZZZ;BE;GGGG;2009;HHHH;FDP;IIII;81;JJJJ;2009;FINEFINE
AAAA;Schaper;BBBB;Dr. Marcus;CCCC;1973;DDDD;0;EEEE;GRÜNE;FF11;;;;;;;;IIII;47;JJJJ;2009;FINEFINE
AAAA;Schappert;BBBB;Karl-Heinz;CCCC;1944;DDDD;7;EEEE;ADM;FFFF;2009;ZZZZ;BW;GGGG;2009;HHHH;ADM;II11;;;2009;FINEFINE
AAAA;Schardelmann;BBBB;Tim;CCCC;1969;DDDD;17;EEEE;FDP;FFFF;2009;ZZZZ;NI;GGGG;2009;HHHH;FDP;IIII;35;JJJJ;2009;FINEFINE
AAAA;Schardt;BBBB;Marion;CCCC;1970;DDDD;24;EEEE;FDP;FFFF;2009;ZZZZ;HE;GGGG;2009;HHHH;FDP;II11;;;2009;FINEFINE
AAAA;Scharfenberg;BBBB;Elisabeth;CCCC;1963;DDDD;7;EEEE;GRÜNE;FFFF;2009;ZZZZ;BY;GGGG;2009;HHHH;GRÜNE;IIII;239;JJJJ;2009;FINEFINE
AAAA;Scharff;BBBB;Alexander;CCCC;1984;DDDD;8;EEEE;DIE LINKE;FFFF;2009;ZZZZ;TH;GGGG;2009;HHHH;DIE LINKE;IIII;189;JJJJ;2009;FINEFINE
AAAA;Schauws;BBBB;Ursula;CCCC;1966;DDDD;15;EEEE;GRÜNE;FFFF;2009;ZZZZ;NW;GGGG;2009;HHHH;GRÜNE;IIII;115;JJJJ;2009;FINEFINE
AAAA;Schavan;BBBB;Dr. Annette;CCCC;1955;DDDD;2;EEEE;CDU;FFFF;2009;ZZZZ;BW;GGGG;2009;HHHH;CDU;IIII;291;JJJJ;2009;FINEFINE
AAAA;Schedlbauer;BBBB;Karl;CCCC;1951;DDDD;36;EEEE;BP;FFFF;2009;ZZZZ;BY;GGGG;2009;HHHH;BP;IIII;253;JJJJ;2009;FINEFINE
AAAA;Scheel;BBBB;Christine;CCCC;1956;DDDD;3;EEEE;GRÜNE;FFFF;2009;ZZZZ;BY;GGGG;2009;HHHH;GRÜNE;IIII;247;JJJJ;2009;FINEFINE
AAAA;Scheelen;BBBB;Bernd;CCCC;1948;DDDD;13;EEEE;SPD;FFFF;2009;ZZZZ;NW;GGGG;2009;HHHH;SPD;IIII;111;JJJJ;2009;FINEFINE
AAAA;Scheer;BBBB;Dr. Hermann;CCCC;1944;DDDD;8;EEEE;SPD;FFFF;2009;ZZZZ;BW;GGGG;2009;HHHH;SPD;IIII;264;JJJJ;2009;FINEFINE
AAAA;Scheerer;BBBB;Friedrich;CCCC;1958;DDDD;34;EEEE;SPD;FFFF;2009;ZZZZ;BW;GGGG;2009;HHHH;SPD;IIII;286;JJJJ;2009;FINEFINE
AAAA;Scheffler;BBBB;Maik;CCCC;1974;DDDD;5;EEEE;NPD;FFFF;2009;ZZZZ;SN;GGGG;2009;HHHH;NPD;II11;;;2009;FINEFINE
AAAA;Scheffler;BBBB;Marco;CCCC;1967;DDDD;0;EEEE;OHNE PARTEI;FF11;;;;;;;;IIII;21;JJJJ;2009;FINEFINE
AAAA;Scheibe;BBBB;Martin;CCCC;1989;DDDD;8;EEEE;REP;FFFF;2009;ZZZZ;SN;GGGG;2009;HHHH;REP;II11;;;2009;FINEFINE
AAAA;Scheibleger;BBBB;Andreas;CCCC;1987;DDDD;9;EEEE;PIRATEN;FFFF;2009;ZZZZ;BY;GGGG;2009;HHHH;PIRATEN;II11;;;2009;FINEFINE
AAAA;Scheibleger;BBBB;Matthias;CCCC;1989;DDDD;11;EEEE;PIRATEN;FFFF;2009;ZZZZ;BY;GGGG;2009;HHHH;PIRATEN;II11;;;2009;FINEFINE
AAAA;Scheinert;BBBB;Katharina;CCCC;1980;DDDD;0;EEEE;OHNE PARTEI;FF11;;;;;;;;IIII;294;JJJJ;2009;FINEFINE
AAAA;Schelle;BBBB;Gerhard;CCCC;1943;DDDD;0;EEEE;NPD;FF11;;;;;;;;IIII;244;JJJJ;2009;FINEFINE
AAAA;Scheller;BBBB;Julia;CCCC;1982;DDDD;2;EEEE;MLPD;FFFF;2009;ZZZZ;BW;GGGG;2009;HHHH;MLPD;II11;;;2009;FINEFINE
AAAA;Schellhammer;BBBB;Pia;CCCC;1985;DDDD;5;EEEE;GRÜNE;FFFF;2009;ZZZZ;RP;GGGG;2009;HHHH;GRÜNE;IIII;207;JJJJ;2009;FINEFINE
AAAA;Schenk;BBBB;Karsten;CCCC;1976;DDDD;46;EEEE;CDU;FFFF;2009;ZZZZ;HE;GGGG;2009;HHHH;CDU;II11;;;2009;FINEFINE
AAAA;Schepke;BBBB;Dr. Frank;CCCC;1935;DDDD;0;EEEE;OHNE PARTEI;FF11;;;;;;;;IIII;6;JJJJ;2009;FINEFINE
AAAA;Schepke;BBBB;Mark;CCCC;1966;DDDD;0;EEEE;OHNE PARTEI;FF11;;;;;;;;IIII;8;JJJJ;2009;FINEFINE
AAAA;Scherer;BBBB;Philipp;CCCC;1984;DDDD;0;EEEE;PIRATEN;FF11;;;;;;;;IIII;208;JJJJ;2009;FINEFINE
AAAA;Scherer;BBBB;Prof. Dr. Dr. Christian;CCCC;1956;DDDD;46;EEEE;CDU;FFFF;2009;ZZZZ;NI;GGGG;2009;HHHH;CDU;II11;;;2009;FINEFINE
AAAA;Scherer;BBBB;Ursula;CCCC;1937;DDDD;43;EEEE;CDU;FFFF;2009;ZZZZ;BW;GGGG;2009;HHHH;CDU;II11;;;2009;FINEFINE
AAAA;Scheuch-Paschkewitz;BBBB;Heidemarie;CCCC;1959;DDDD;5;EEEE;DIE LINKE;FFFF;2009;ZZZZ;HE;GGGG;2009;HHHH;DIE LINKE;IIII;171;JJJJ;2009;FINEFINE
AAAA;Scheuer;BBBB;Dr. Andreas;CCCC;1974;DDDD;0;EEEE;CSU;FF11;;;;;;;;IIII;229;JJJJ;2009;FINEFINE
AAAA;Schichel;BBBB;David;CCCC;1981;DDDD;0;EEEE;GRÜNE;FF11;;;;;;;;IIII;104;JJJJ;2009;FINEFINE
AAAA;Schick;BBBB;Dr. Gerhard;CCCC;1972;DDDD;4;EEEE;GRÜNE;FFFF;2009;ZZZZ;BW;GGGG;2009;HHHH;GRÜNE;IIII;275;JJJJ;2009;FINEFINE
AAAA;Schicke;BBBB;Jens-Wolfhard;CCCC;1987;DDDD;5;EEEE;PIRATEN;FFFF;2009;ZZZZ;NI;GGGG;2009;HHHH;PIRATEN;IIII;51;JJJJ;2009;FINEFINE
AAAA;Schieber;BBBB;Alois;CCCC;1964;DDDD;11;EEEE;BüSo;FFFF;2009;ZZZZ;BY;GGGG;2009;HHHH;BüSo;IIII;217;JJJJ;2009;FINEFINE
AAAA;Schieder;BBBB;Marianne;CCCC;1962;DDDD;6;EEEE;SPD;FFFF;2009;ZZZZ;BY;GGGG;2009;HHHH;SPD;IIII;234;JJJJ;2009;FINEFINE
AAAA;Schieder;BBBB;Werner;CCCC;1948;DDDD;15;EEEE;SPD;FFFF;2009;ZZZZ;BY;GGGG;2009;HHHH;SPD;IIII;235;JJJJ;2009;FINEFINE
AAAA;Schiefner;BBBB;Udo;CCCC;1959;DDDD;21;EEEE;SPD;FFFF;2009;ZZZZ;NW;GGGG;2009;HHHH;SPD;IIII;112;JJJJ;2009;FINEFINE
AAAA;Schiemann;BBBB;Nico;CCCC;1979;DDDD;0;EEEE;NPD;FF11;;;;;;;;IIII;272;JJJJ;2009;FINEFINE
AAAA;Schiergott;BBBB;Cornelia;CCCC;1956;DDDD;12;EEEE;CDU;FFFF;2009;ZZZZ;ST;GGGG;2009;HHHH;CDU;II11;;;2009;FINEFINE
AAAA;Schiewerling;BBBB;Karl Richard Maria;CCCC;1951;DDDD;0;EEEE;CDU;FF11;;;;;;;;IIII;128;JJJJ;2009;FINEFINE
AAAA;Schiffer;BBBB;Hans Lothar;CCCC;1939;DDDD;34;EEEE;FDP;FFFF;2009;ZZZZ;NW;GGGG;2009;HHHH;FDP;IIII;104;JJJJ;2009;FINEFINE
AAAA;Schilke;BBBB;Barbara;CCCC;1953;DDDD;1;EEEE;MLPD;FFFF;2009;ZZZZ;MV;GGGG;2009;HHHH;MLPD;II11;;;2009;FINEFINE
AAAA;Schill;BBBB;Albert;CCCC;1946;DDDD;11;EEEE;CDU;FFFF;2009;ZZZZ;SN;GGGG;2009;HHHH;CDU;II11;;;2009;FINEFINE
AAAA;Schily;BBBB;Dr. Konrad;CCCC;1937;DDDD;0;EEEE;FDP;FF11;;;;;;;;IIII;140;JJJJ;2009;FINEFINE
AAAA;Schimmel;BBBB;Wolfgang;CCCC;1962;DDDD;7;EEEE;NPD;FFFF;2009;ZZZZ;SH;GGGG;2009;HHHH;NPD;IIII;4;JJJJ;2009;FINEFINE
AAAA;Schimmer-Göresz;BBBB;Gabriela;CCCC;1952;DDDD;8;EEEE;ödp;FFFF;2009;ZZZZ;BY;GGGG;2009;HHHH;ödp;II11;;;2009;FINEFINE
AAAA;Schincke;BBBB;Herold Albert;CCCC;1951;DDDD;0;EEEE;OHNE PARTEI;FF11;;;;;;;;IIII;122;JJJJ;2009;FINEFINE
AAAA;Schindler;BBBB;Jörg;CCCC;1972;DDDD;8;EEEE;DIE LINKE;FFFF;2009;ZZZZ;ST;GGGG;2009;HHHH;DIE LINKE;IIII;71;JJJJ;2009;FINEFINE
AAAA;Schindler;BBBB;Norbert;CCCC;1949;DDDD;5;EEEE;CDU;FFFF;2009;ZZZZ;RP;GGGG;2009;HHHH;CDU;IIII;209;JJJJ;2009;FINEFINE
AAAA;Schipanski;BBBB;Tankred;CCCC;1976;DDDD;7;EEEE;CDU;FFFF;2009;ZZZZ;TH;GGGG;2009;HHHH;CDU;IIII;192;JJJJ;2009;FINEFINE
AAAA;Schirmbeck;BBBB;Georg;CCCC;1949;DDDD;24;EEEE;CDU;FFFF;2009;ZZZZ;NI;GGGG;2009;HHHH;CDU;IIII;39;JJJJ;2009;FINEFINE
AAAA;Schirrah;BBBB;Alexander;CCCC;1969;DDDD;7;EEEE;SPD;FFFF;2009;ZZZZ;SL;GGGG;2009;HHHH;SPD;II11;;;2009;FINEFINE
AAAA;Schläger;BBBB;Tobias;CCCC;1984;DDDD;11;EEEE;SPD;FFFF;2009;ZZZZ;TH;GGGG;2009;HHHH;SPD;II11;;;2009;FINEFINE
AAAA;Schlüter;BBBB;Andrew;CCCC;1967;DDDD;1;EEEE;MLPD;FFFF;2009;ZZZZ;BE;GGGG;2009;HHHH;MLPD;IIII;83;JJJJ;2009;FINEFINE
AAAA;Schlüter;BBBB;Sanja;CCCC;1977;DDDD;7;EEEE;MLPD;FFFF;2009;ZZZZ;BE;GGGG;2009;HHHH;MLPD;II11;;;2009;FINEFINE
AAAA;Schlage;BBBB;Britta Sylvia;CCCC;1956;DDDD;6;EEEE;SPD;FFFF;2009;ZZZZ;HH;GGGG;2009;HHHH;SPD;II11;;;2009;FINEFINE
AAAA;Schlappa;BBBB;Richard;CCCC;1949;DDDD;0;EEEE;DIE LINKE;FF11;;;;;;;;IIII;246;JJJJ;2009;FINEFINE
AAAA;Schlecht;BBBB;Michael;CCCC;1951;DDDD;4;EEEE;DIE LINKE;FFFF;2009;ZZZZ;BW;GGGG;2009;HHHH;DIE LINKE;IIII;275;JJJJ;2009;FINEFINE
AAAA;Schlegelberger;BBBB;Laura;CCCC;1983;DDDD;16;EEEE;CDU;FFFF;2009;ZZZZ;SH;GGGG;2009;HHHH;CDU;II11;;;2009;FINEFINE
AAAA;Schlesinger;BBBB;Paul Friedrich Georg Martin;CCCC;1947;DDDD;0;EEEE;MLPD;FF11;;;;;;;;IIII;123;JJJJ;2009;FINEFINE
AAAA;Schlett;BBBB;Gudrun;CCCC;1961;DDDD;9;EEEE;DIE LINKE;FFFF;2009;ZZZZ;BY;GGGG;2009;HHHH;DIE LINKE;IIII;245;JJJJ;2009;FINEFINE
AAAA;Schlierer;BBBB;Dr. Rolf;CCCC;1955;DDDD;1;EEEE;REP;FFFF;2009;ZZZZ;BW;GGGG;2009;HHHH;REP;II11;;;2009;FINEFINE
AAAA;Schlierer;BBBB;Gertraude;CCCC;1928;DDDD;17;EEEE;REP;FFFF;2009;ZZZZ;BW;GGGG;2009;HHHH;REP;II11;;;2009;FINEFINE
AAAA;Schlierf;BBBB;Hanns-Dieter;CCCC;1954;DDDD;12;EEEE;ödp;FFFF;2009;ZZZZ;BY;GGGG;2009;HHHH;ödp;IIII;226;JJJJ;2009;FINEFINE
AAAA;Schlitter-Bankloh;BBBB;Bernd;CCCC;1942;DDDD;14;EEEE;MLPD;FFFF;2009;ZZZZ;NW;GGGG;2009;HHHH;MLPD;II11;;;2009;FINEFINE
